iter	Passed	Remaining
1666	28328	141607
1667	28343	141580
1668	28357	141548
1669	28369	141506
1670	28390	141509
1671	28404	141480
1672	28418	141445
1673	28435	141428
1674	28447	141388
1675	28465	141377
1676	28477	141334
1677	28495	141324
1678	28510	141294
1679	28520	141245
1680	28534	141212
1681	28545	141164
1682	28556	141117
1683	28569	141082
1684	28581	141042
1685	28597	141019
1686	28610	140983
1687	28624	140951
1688	28652	140989
1689	28681	141029
1690	28692	140984
1691	28706	140952
1692	28728	140961
1693	28741	140926
1694	28756	140899
1695	28771	140872
1696	28791	140867
1697	28808	140853
1698	28837	140894
1699	28853	140871
1700	28867	140840
1701	28880	140804
1702	28891	140760
1703	28905	140726
1704	28929	140747
1705	28945	140722
1706	28961	140699
1707	28975	140670
1708	28990	140644
1709	29004	140610
1710	29015	140568
1711	29029	140535
1712	29052	140549
1713	29065	140513
1714	29077	140472
1715	29092	140442
1716	29115	140455
1717	29130	140428
1718	29145	140406
1719	29161	140383
1720	29175	140350
1721	29206	140401
1722	29218	140359
1723	29231	140323
1724	29254	140336
1725	29269	140311
1726	29288	140301
1727	29316	140339
1728	29333	140321
1729	29346	140286
1730	29364	140274
1731	29392	140309
1732	29408	140290
1733	29422	140256
1734	29436	140225
1735	29449	140192
1736	29454	140116
1737	29478	140132
1738	29499	140137
1739	29516	140117
1740	29528	140078
1741	29544	140055
1742	29581	140132
1743	29594	140098
1744	29606	140057
1745	29623	140041
1746	29637	140009
1747	29653	139990
1748	29671	139977
1749	29684	139939
1750	29704	139937
1751	29714	139887
1752	29739	139908
1753	29762	139922
1754	29779	139902
1755	29808	139945
1756	29827	139936
1757	29841	139904
1758	29859	139894
1759	29874	139867
1760	29888	139834
1761	29901	139801
1762	29918	139782
1763	29934	139760
1764	29951	139746
1765	29968	139728
1766	29994	139755
1767	30008	139722
1768	30023	139698
1769	30038	139671
1770	30059	139672
1771	30074	139646
1772	30103	139685
1773	30116	139649
1774	30134	139638
1775	30147	139603
1776	30159	139562
1777	30178	139552
1778	30196	139540
1779	30209	139508
1780	30227	139495
1781	30241	139464
1782	30254	139426
1783	30269	139402
1784	30294	139422
1785	30307	139385
1786	30319	139346
1787	30325	139281
1788	30349	139296
1789	30364	139268
1790	30379	139245
1791	30394	139216
1792	30410	139195
1793	30428	139182
1794	30442	139152
1795	30455	139120
1796	30476	139119
1797	30491	139094
1798	30507	139071
1799	30539	139124
1800	30588	139251
1801	30604	139231
1802	30633	139270
1803	30649	139249
1804	30678	139285
1805	30693	139258
1806	30722	139294
1807	30736	139264
1808	30750	139237
1809	30765	139211
1810	30783	139199
1811	30798	139171
1812	30808	139121
1813	30820	139080
1814	30844	139099
1815	30859	139073
1816	30878	139063
1817	30891	139030
1818	30905	138998
1819	30920	138973
1820	30934	138943
1821	30955	138942
1822	30983	138975
1823	30998	138949
1824	31007	138897
1825	31030	138905
1826	31046	138886
1827	31074	138917
1828	31090	138895
1829	31104	138864
1830	31115	138820
1831	31129	138792
1832	31155	138813
1833	31176	138815
1834	31199	138826
1835	31218	138816
1836	31232	138788
1837	31245	138751
1838	31263	138738
1839	31293	138779
1840	31326	138832
1841	31341	138809
1842	31393	138946
1843	31408	138917
1844	31426	138905
1845	31441	138881
1846	31463	138884
1847	31489	138908
1848	31504	138884
1849	31515	138836
1850	31535	138835
1851	31548	138798
1852	31566	138786
1853	31581	138759
1854	31594	138728
1855	31611	138711
1856	31626	138684
1857	31641	138656
1858	31655	138628
1859	31673	138614
1860	31691	138601
1861	31706	138575
1862	31721	138550
1863	31735	138520
1864	31769	138578
1865	31786	138560
1866	31817	138602
1867	31845	138633
1868	31876	138676
1869	31892	138654
1870	31911	138647
1871	31934	138655
1872	31948	138625
1873	31964	138605
1874	31979	138577
1875	31996	138562
1876	32009	138528
1877	32044	138585
1878	32060	138566
1879	32076	138544
1880	32107	138588
1881	32122	138561
1882	32170	138675
1883	32190	138671
1884	32204	138643
1885	32221	138622
1886	32246	138640
1887	32272	138663
1888	32288	138639
1889	32300	138599
1890	32324	138613
1891	32351	138639
1892	32372	138637
1893	32384	138600
1894	32416	138648
1895	32432	138624
1896	32459	138650
1897	32474	138625
1898	32489	138598
1899	32503	138569
1900	32522	138558
1901	32534	138521
1902	32548	138489
1903	32580	138533
1904	32592	138496
1905	32606	138465
1906	32617	138424
1907	32633	138400
1908	32665	138445
1909	32683	138434
1910	32704	138432
1911	32720	138413
1912	32732	138375
1913	32746	138342
1914	32768	138347
1915	32782	138315
1916	32800	138304
1917	32814	138274
1918	32830	138252
1919	32844	138221
1920	32877	138272
1921	32906	138302
1922	32924	138289
1923	32939	138263
1924	32976	138328
1925	32999	138338
1926	33014	138311
1927	33031	138294
1928	33046	138266
1929	33076	138304
1930	33091	138279
1931	33109	138262
1932	33140	138303
1933	33171	138344
1934	33206	138402
1935	33219	138370
1936	33249	138405
1937	33262	138371
1938	33279	138351
1939	33295	138332
1940	33328	138377
1941	33344	138356
1942	33377	138406
1943	33402	138422
1944	33423	138418
1945	33437	138387
1946	33454	138369
1947	33469	138345
1948	33496	138369
1949	33511	138342
1950	33529	138326
1951	33542	138294
1952	33561	138286
1953	33576	138258
1954	33606	138292
1955	33617	138251
1956	33635	138235
1957	33648	138204
1958	33660	138165
1959	33677	138145
1960	33688	138104
1961	33703	138078
1962	33729	138095
1963	33757	138125
1964	33778	138121
1965	33794	138100
1966	33822	138127
1967	33851	138158
1968	33866	138130
1969	33881	138106
1970	33898	138088
1971	33911	138052
1972	33928	138033
1973	33943	138009
1974	33960	137990
1975	33987	138013
1976	34001	137982
1977	34015	137952
1978	34033	137940
1979	34048	137915
1980	34066	137898
1981	34081	137872
1982	34100	137862
1983	34113	137829
1984	34130	137813
1985	34159	137841
1986	34171	137804
1987	34186	137776
1988	34197	137733
1989	34213	137713
1990	34230	137695
1991	34243	137660
1992	34270	137685
1993	34283	137649
1994	34315	137693
1995	34342	137715
1996	34355	137679
1997	34374	137668
1998	34388	137639
1999	34402	137609
2000	34423	137606
2001	34444	137605
2002	34459	137578
2003	34474	137552
2004	34497	137559
2005	34510	137525
2006	34532	137526
2007	34547	137499
2008	34560	137467
2009	34592	137507
2010	34608	137488
2011	34626	137473
2012	34653	137495
2013	34668	137469
2014	34683	137442
2015	34700	137426
2016	34731	137463
2017	34760	137491
2018	34772	137454
2019	34789	137437
2020	34805	137413
2021	34819	137383
2022	34834	137357
2023	34853	137347
2024	34866	137314
2025	34880	137282
2026	34898	137269
2027	34911	137236
2028	34924	137200
2029	34943	137193
2030	34962	137183
2031	34977	137157
2032	34993	137134
2033	35023	137165
2034	35031	137113
2035	35042	137073
2036	35057	137045
2037	35071	137016
2038	35085	136984
2039	35102	136966
2040	35115	136936
2041	35127	136896
2042	35139	136858
2043	35150	136820
2044	35167	136798
2045	35180	136765
2046	35196	136746
2047	35211	136720
2048	35227	136695
2049	35256	136726
2050	35270	136697
2051	35286	136674
2052	35300	136645
2053	35316	136621
2054	35329	136590
2055	35345	136567
2056	35360	136540
2057	35373	136509
2058	35388	136482
2059	35402	136455
2060	35422	136446
2061	35442	136442
2062	35456	136412
2063	35470	136381
2064	35483	136349
2065	35497	136320
2066	35511	136291
2067	35530	136281
2068	35545	136256
2069	35560	136229
2070	35575	136204
2071	35594	136194
2072	35606	136156
2073	35622	136135
2074	35653	136169
2075	35670	136150
2076	35680	136109
2077	35698	136094
2078	35713	136070
2079	35734	136064
2080	35746	136030
2081	35792	136121
2082	35814	136122
2083	35831	136104
2084	35847	136084
2085	35873	136099
2086	35891	136084
2087	35917	136102
2088	35939	136102
2089	35962	136106
2090	35979	136089
2091	36014	136140
2092	36055	136210
2093	36069	136183
2094	36081	136145
2095	36104	136150
2096	36113	136099
2097	36134	136098
2098	36149	136073
2099	36165	136050
2100	36179	136020
2101	36195	135999
2102	36211	135977
2103	36225	135947
2104	36237	135912
2105	36259	135911
2106	36273	135884
2107	36302	135908
2108	36318	135889
2109	36332	135858
2110	36347	135834
2111	36358	135794
2112	36373	135768
2113	36389	135747
2114	36402	135712
2115	36428	135730
2116	36456	135750
2117	36472	135730
2118	36499	135750
2119	36537	135808
2120	36567	135837
2121	36583	135819
2122	36609	135833
2123	36629	135823
2124	36658	135850
2125	36674	135829
2126	36700	135845
2127	36718	135831
2128	36733	135805
2129	36749	135782
2130	36764	135756
2131	36785	135754
2132	36816	135787
2133	36845	135814
2134	36859	135785
2135	36876	135767
2136	36890	135736
2137	36917	135756
2138	36936	135745
2139	36957	135741
2140	36986	135765
2141	37015	135792
2142	37028	135759
2143	37048	135752
2144	37061	135717
2145	37081	135710
2146	37108	135729
2147	37142	135774
2148	37158	135751
2149	37191	135793
2150	37206	135766
2151	37220	135738
2152	37234	135707
2153	37262	135731
2154	37291	135756
2155	37303	135718
2156	37320	135700
2157	37337	135681
2158	37354	135661
2159	37372	135648
2160	37383	135607
2161	37404	135603
2162	37420	135582
2163	37436	135562
2164	37463	135578
2165	37482	135565
2166	37498	135543
2167	37513	135518
2168	37529	135498
2169	37557	135519
2170	37584	135536
2171	37599	135510
2172	37616	135490
2173	37634	135477
2174	37649	135453
2175	37683	135495
2176	37701	135480
2177	37726	135490
2178	37742	135467
2179	37754	135432
2180	37765	135392
2181	37788	135394
2182	37818	135421
2183	37837	135409
2184	37851	135382
2185	37902	135485
2186	37918	135464
2187	37937	135449
2188	37952	135424
2189	37966	135398
2190	37983	135377
2191	38004	135373
2192	38017	135341
2193	38033	135317
2194	38044	135278
2195	38068	135284
2196	38096	135306
2197	38115	135293
2198	38118	135226
2199	38135	135208
2200	38170	135252
2201	38183	135221
2202	38204	135216
2203	38218	135186
2204	38236	135173
2205	38265	135194
2206	38283	135178
2207	38296	135148
2208	38312	135125
2209	38328	135104
2210	38343	135078
2211	38375	135111
2212	38389	135081
2213	38402	135049
2214	38422	135042
2215	38432	134997
2216	38445	134965
2217	38462	134949
2218	38476	134920
2219	38493	134899
2220	38515	134898
2221	38530	134873
2222	38546	134851
2223	38561	134827
2224	38593	134861
2225	38610	134841
2226	38641	134871
2227	38668	134887
2228	38688	134881
2229	38708	134872
2230	38724	134850
2231	38739	134824
2232	38764	134832
2233	38791	134850
2234	38805	134822
2235	38819	134792
2236	38840	134787
2237	38853	134755
2238	38869	134732
2239	38884	134705
2240	38901	134687
2241	38916	134662
2242	38930	134632
2243	38944	134603
2244	38961	134587
2245	38975	134557
2246	38988	134524
2247	38999	134486
2248	39023	134490
2249	39033	134447
2250	39045	134414
2251	39061	134391
2252	39085	134395
2253	39100	134370
2254	39118	134355
2255	39143	134364
2256	39163	134357
2257	39177	134328
2258	39191	134299
2259	39205	134270
2260	39217	134235
2261	39236	134221
2262	39251	134196
2263	39265	134169
2264	39287	134166
2265	39300	134136
2266	39314	134105
2267	39328	134076
2268	39348	134069
2269	39361	134037
2270	39375	134008
2271	39389	133978
2272	39403	133949
2273	39418	133925
2274	39442	133931
2275	39456	133901
2276	39469	133871
2277	39486	133852
2278	39517	133880
2279	39531	133851
2280	39546	133826
2281	39560	133796
2282	39574	133768
2283	39587	133739
2284	39597	133697
2285	39621	133700
2286	39639	133686
2287	39652	133653
2288	39669	133634
2289	39683	133607
2290	39702	133593
2291	39730	133612
2292	39744	133585
2293	39758	133555
2294	39779	133553
2295	39794	133526
2296	39810	133504
2297	39826	133483
2298	39840	133453
2299	39853	133422
2300	39871	133407
2301	39884	133376
2302	39898	133347
2303	39913	133321
2304	39932	133309
2305	39945	133279
2306	39960	133255
2307	39977	133234
2308	39995	133219
2309	40007	133186
2310	40022	133160
2311	40035	133129
2312	40046	133091
2313	40060	133062
2314	40074	133035
2315	40087	133003
2316	40117	133026
2317	40128	132987
2318	40144	132965
2319	40158	132938
2320	40180	132937
2321	40192	132903
2322	40205	132869
2323	40222	132851
2324	40235	132820
2325	40249	132792
2326	40270	132786
2327	40281	132748
2328	40294	132717
2329	40308	132689
2330	40324	132668
2331	40339	132643
2332	40370	132670
2333	40387	132653
2334	40411	132658
2335	40425	132627
2336	40436	132591
2337	40450	132562
2338	40470	132554
2339	40485	132530
2340	40500	132503
2341	40516	132481
2342	40531	132459
2343	40547	132435
2344	40560	132405
2345	40574	132377
2346	40594	132370
2347	40602	132322
2348	40616	132293
2349	40629	132262
2350	40654	132270
2351	40668	132241
2352	40685	132222
2353	40701	132201
2354	40718	132184
2355	40731	132151
2356	40749	132138
2357	40763	132109
2358	40777	132082
2359	40806	132102
2360	40819	132071
2361	40833	132042
2362	40845	132009
2363	40858	131979
2364	40886	131994
2365	40917	132021
2366	40933	131999
2367	40944	131961
2368	40958	131933
2369	40971	131903
2370	40983	131869
2371	40998	131843
2372	41015	131827
2373	41028	131797
2374	41045	131776
2375	41056	131740
2376	41071	131716
2377	41087	131693
2378	41117	131719
2379	41145	131735
2380	41163	131719
2381	41177	131690
2382	41193	131669
2383	41206	131638
2384	41223	131620
2385	41237	131592
2386	41255	131578
2387	41270	131552
2388	41289	131542
2389	41305	131521
2390	41334	131541
2391	41348	131511
2392	41365	131494
2393	41380	131470
2394	41396	131448
2395	41408	131415
2396	41420	131380
2397	41455	131419
2398	41474	131408
2399	41487	131377
2400	41504	131358
2401	41518	131330
2402	41533	131307
2403	41540	131256
2404	41567	131269
2405	41580	131238
2406	41596	131219
2407	41613	131199
2408	41630	131182
2409	41647	131163
2410	41663	131141
2411	41679	131119
2412	41691	131088
2413	41705	131059
2414	41715	131020
2415	41727	130985
2416	41739	130951
2417	41752	130921
2418	41766	130894
2419	41794	130908
2420	41807	130878
2421	41820	130849
2422	41843	130848
2423	41857	130823
2424	41870	130792
2425	41884	130763
2426	41895	130728
2427	41910	130701
2428	41933	130702
2429	41946	130672
2430	41965	130662
2431	41979	130632
2432	41993	130605
2433	42007	130580
2434	42030	130578
2435	42045	130555
2436	42076	130581
2437	42103	130594
2438	42118	130569
2439	42132	130540
2440	42154	130539
2441	42168	130510
2442	42183	130485
2443	42195	130454
2444	42217	130450
2445	42231	130422
2446	42262	130447
2447	42276	130422
2448	42291	130396
2449	42304	130367
2450	42321	130347
2451	42350	130367
2452	42368	130352
2453	42396	130369
2454	42416	130358
2455	42433	130341
2456	42459	130350
2457	42473	130322
2458	42486	130293
2459	42507	130286
2460	42524	130270
2461	42538	130241
2462	42552	130213
2463	42567	130188
2464	42585	130173
2465	42599	130147
2466	42611	130113
2467	42624	130084
2468	42646	130081
2469	42659	130051
2470	42676	130033
2471	42690	130005
2472	42703	129976
2473	42716	129946
2474	42738	129943
2475	42754	129919
2476	42771	129902
2477	42786	129878
2478	42818	129906
2479	42832	129880
2480	42846	129852
2481	42859	129820
2482	42872	129792
2483	42886	129763
2484	42907	129759
2485	42920	129728
2486	42936	129707
2487	42953	129688
2488	42973	129681
2489	42999	129688
2490	43015	129667
2491	43027	129635
2492	43041	129608
2493	43057	129588
2494	43075	129571
2495	43093	129555
2496	43109	129536
2497	43125	129514
2498	43154	129532
2499	43168	129505
2500	43187	129494
2501	43203	129473
2502	43222	129459
2503	43235	129429
2504	43264	129447
2505	43292	129463
2506	43305	129433
2507	43318	129403
2508	43341	129402
2509	43368	129415
2510	43386	129397
2511	43400	129370
2512	43415	129349
2513	43430	129322
2514	43448	129308
2515	43462	129280
2516	43475	129252
2517	43490	129228
2518	43509	129216
2519	43524	129193
2520	43540	129171
2521	43554	129142
2522	43569	129121
2523	43581	129087
2524	43597	129065
2525	43612	129041
2526	43632	129033
2527	43661	129049
2528	43679	129036
2529	43694	129010
2530	43709	128986
2531	43724	128963
2532	43739	128939
2533	43752	128910
2534	43767	128883
2535	43785	128869
2536	43803	128853
2537	43815	128823
2538	43831	128800
2539	43845	128773
2540	43858	128745
2541	43874	128722
2542	43889	128699
2543	43901	128666
2544	43926	128672
2545	43939	128643
2546	43953	128616
2547	43966	128587
2548	43988	128582
2549	43999	128548
2550	44018	128536
2551	44033	128512
2552	44045	128480
2553	44060	128454
2554	44082	128452
2555	44096	128425
2556	44110	128397
2557	44119	128357
2558	44131	128325
2559	44143	128293
2560	44158	128268
2561	44171	128240
2562	44186	128213
2563	44217	128236
2564	44231	128211
2565	44249	128195
2566	44264	128172
2567	44279	128148
2568	44295	128128
2569	44308	128098
2570	44324	128077
2571	44340	128057
2572	44361	128050
2573	44377	128028
2574	44400	128027
2575	44434	128060
2576	44453	128046
2577	44469	128027
2578	44486	128007
2579	44499	127978
2580	44504	127926
2581	44522	127912
2582	44544	127907
2583	44558	127881
2584	44589	127903
2585	44603	127876
2586	44616	127847
2587	44631	127825
2588	44652	127818
2589	44679	127828
2590	44693	127802
2591	44707	127774
2592	44718	127739
2593	44740	127736
2594	44753	127708
2595	44767	127679
2596	44776	127638
2597	44789	127609
2598	44803	127583
2599	44814	127548
2600	44831	127531
2601	44847	127511
2602	44866	127497
2603	44880	127472
2604	44911	127494
2605	44925	127467
2606	44939	127440
2607	44953	127413
2608	44974	127406
2609	44994	127398
2610	45009	127374
2611	45024	127351
2612	45051	127360
2613	45079	127374
2614	45096	127357
2615	45110	127330
2616	45125	127307
2617	45138	127278
2618	45158	127267
2619	45173	127244
2620	45188	127219
2621	45202	127194
2622	45223	127186
2623	45234	127153
2624	45249	127130
2625	45264	127104
2626	45277	127077
2627	45291	127049
2628	45305	127022
2629	45319	126996
2630	45342	126995
2631	45358	126975
2632	45375	126957
2633	45391	126937
2634	45407	126916
2635	45435	126928
2636	45451	126910
2637	45481	126927
2638	45498	126909
2639	45512	126882
2640	45529	126866
2641	45544	126841
2642	45561	126824
2643	45576	126801
2644	45593	126781
2645	45607	126755
2646	45620	126727
2647	45631	126692
2648	45644	126665
2649	45658	126636
2650	45685	126647
2651	45699	126620
2652	45713	126595
2653	45728	126573
2654	45743	126549
2655	45759	126528
2656	45775	126507
2657	45786	126473
2658	45807	126465
2659	45821	126439
2660	45837	126420
2661	45851	126393
2662	45871	126382
2663	45886	126359
2664	45903	126341
2665	45931	126353
2666	45961	126372
2667	45975	126346
2668	45989	126320
2669	46002	126292
2670	46022	126282
2671	46038	126260
2672	46056	126245
2673	46071	126223
2674	46103	126246
2675	46113	126207
2676	46151	126248
2677	46166	126226
2678	46194	126238
2679	46203	126197
2680	46219	126177
2681	46235	126156
2682	46253	126141
2683	46280	126151
2684	46299	126139
2685	46316	126118
2686	46349	126145
2687	46369	126135
2688	46385	126115
2689	46402	126096
2690	46417	126074
2691	46430	126046
2692	46447	126027
2693	46464	126008
2694	46484	126000
2695	46515	126020
2696	46548	126044
2697	46561	126015
2698	46578	125998
2699	46591	125969
2700	46610	125956
2701	46625	125934
2702	46656	125952
2703	46684	125966
2704	46702	125950
2705	46718	125929
2706	46733	125906
2707	46749	125883
2708	46763	125859
2709	46788	125863
2710	46810	125857
2711	46826	125838
2712	46843	125819
2713	46869	125824
2714	46890	125817
2715	46907	125800
2716	46920	125772
2717	46938	125755
2718	46966	125768
2719	46983	125750
2720	47011	125761
2721	47025	125735
2722	47039	125709
2723	47056	125690
2724	47087	125710
2725	47101	125685
2726	47118	125665
2727	47131	125638
2728	47149	125622
2729	47162	125593
2730	47182	125583
2731	47198	125562
2732	47226	125575
2733	47243	125555
2734	47258	125533
2735	47271	125505
2736	47299	125516
2737	47314	125493
2738	47331	125474
2739	47346	125450
2740	47363	125433
2741	47379	125412
2742	47396	125394
2743	47409	125365
2744	47438	125378
2745	47472	125405
2746	47487	125383
2747	47514	125390
2748	47533	125378
2749	47549	125358
2750	47581	125378
2751	47597	125357
2752	47611	125332
2753	47629	125317
2754	47646	125299
2755	47671	125301
2756	47703	125323
2757	47720	125304
2758	47751	125323
2759	47767	125302
2760	47798	125320
2761	47817	125309
2762	47834	125291
2763	47849	125266
2764	47873	125268
2765	47889	125247
2766	47926	125279
2767	47942	125260
2768	47962	125250
2769	47976	125223
2770	47990	125197
2771	48009	125184
2772	48029	125174
2773	48057	125184
2774	48074	125168
2775	48089	125143
2776	48122	125166
2777	48139	125149
2778	48175	125180
2779	48191	125160
2780	48217	125163
2781	48233	125144
2782	48248	125119
2783	48263	125096
2784	48292	125110
2785	48308	125088
2786	48339	125106
2787	48357	125090
2788	48371	125064
2789	48384	125037
2790	48397	125008
2791	48414	124989
2792	48448	125015
2793	48462	124988
2794	48492	125005
2795	48508	124983
2796	48539	125002
2797	48555	124980
2798	48572	124963
2799	48588	124942
2800	48606	124927
2801	48622	124904
2802	48640	124890
2803	48656	124867
2804	48671	124846
2805	48687	124823
2806	48702	124801
2807	48717	124778
2808	48733	124757
2809	48766	124778
2810	48785	124767
2811	48799	124741
2812	48817	124724
2813	48833	124704
2814	48860	124711
2815	48877	124693
2816	48894	124673
2817	48910	124654
2818	48941	124672
2819	48957	124649
2820	48973	124629
2821	48989	124610
2822	49006	124590
2823	49022	124570
2824	49049	124576
2825	49064	124554
2826	49094	124567
2827	49109	124545
2828	49125	124524
2829	49142	124505
2830	49175	124527
2831	49190	124505
2832	49220	124519
2833	49247	124526
2834	49265	124511
2835	49292	124518
2836	49312	124505
2837	49324	124476
2838	49343	124462
2839	49359	124442
2840	49390	124457
2841	49403	124430
2842	49420	124412
2843	49435	124388
2844	49453	124372
2845	49467	124346
2846	49496	124357
2847	49512	124337
2848	49541	124349
2849	49558	124330
2850	49601	124378
2851	49617	124355
2852	49630	124328
2853	49643	124299
2854	49658	124276
2855	49694	124305
2856	49713	124292
2857	49729	124270
2858	49762	124292
2859	49778	124271
2860	49809	124289
2861	49834	124289
2862	49852	124273
2863	49869	124256
2864	49899	124268
2865	49927	124278
2866	49946	124264
2867	49961	124243
2868	49991	124256
2869	50018	124262
2870	50040	124254
2871	50053	124227
2872	50067	124202
2873	50082	124178
2874	50102	124166
2875	50117	124143
2876	50141	124142
2877	50155	124116
2878	50177	124110
2879	50190	124081
2880	50202	124052
2881	50222	124038
2882	50239	124021
2883	50255	124000
2884	50291	124029
2885	50307	124009
2886	50334	124014
2887	50349	123990
2888	50383	124014
2889	50402	124000
2890	50427	124001
2891	50440	123974
2892	50452	123943
2893	50464	123912
2894	50485	123903
2895	50496	123870
2896	50511	123847
2897	50527	123825
2898	50552	123826
2899	50565	123799
2900	50595	123812
2901	50609	123785
2902	50623	123759
2903	50636	123730
2904	50657	123723
2905	50672	123699
2906	50686	123674
2907	50699	123646
2908	50714	123621
2909	50731	123603
2910	50745	123578
2911	50759	123553
2912	50780	123542
2913	50794	123516
2914	50811	123499
2915	50840	123508
2916	50856	123489
2917	50873	123471
2918	50907	123493
2919	50922	123470
2920	50953	123485
2921	50969	123464
2922	50997	123472
2923	51010	123444
2924	51028	123428
2925	51042	123401
2926	51061	123387
2927	51089	123395
2928	51107	123379
2929	51118	123347
2930	51136	123331
2931	51150	123305
2932	51164	123280
2933	51176	123248
2934	51196	123236
2935	51212	123215
2936	51242	123230
2937	51257	123206
2938	51289	123224
2939	51306	123204
2940	51332	123208
2941	51347	123184
2942	51365	123168
2943	51380	123145
2944	51395	123121
2945	51409	123097
2946	51436	123103
2947	51458	123096
2948	51479	123086
2949	51495	123064
2950	51516	123057
2951	51533	123037
2952	51552	123024
2953	51560	122985
2954	51582	122978
2955	51612	122990
2956	51630	122974
2957	51647	122955
2958	51663	122934
2959	51679	122913
2960	51706	122919
2961	51723	122900
2962	51753	122911
2963	51767	122886
2964	51781	122861
2965	51795	122835
2966	51815	122824
2967	51832	122805
2968	51862	122817
2969	51879	122798
2970	51908	122808
2971	51922	122784
2972	51953	122797
2973	51978	122798
2974	52000	122790
2975	52015	122766
2976	52033	122750
2977	52057	122749
2978	52078	122741
2979	52105	122745
2980	52117	122715
2981	52130	122687
2982	52138	122646
2983	52151	122619
2984	52168	122600
2985	52181	122573
2986	52199	122555
2987	52213	122530
2988	52232	122516
2989	52246	122490
2990	52276	122502
2991	52304	122509
2992	52318	122484
2993	52350	122500
2994	52368	122485
2995	52383	122460
2996	52402	122447
2997	52424	122441
2998	52447	122434
2999	52460	122408
3000	52474	122381
3001	52488	122355
3002	52504	122335
3003	52518	122309
3004	52531	122282
3005	52544	122255
3006	52572	122261
3007	52589	122243
3008	52606	122223
3009	52626	122212
3010	52643	122193
3011	52657	122167
3012	52675	122151
3013	52702	122157
3014	52721	122141
3015	52747	122143
3016	52766	122131
3017	52781	122106
3018	52816	122129
3019	52831	122107
3020	52848	122088
3021	52873	122089
3022	52890	122069
3023	52903	122042
3024	52918	122018
3025	52933	121995
3026	52955	121989
3027	52971	121967
3028	52998	121971
3029	53012	121946
3030	53026	121920
3031	53040	121894
3032	53059	121881
3033	53072	121852
3034	53090	121837
3035	53104	121810
3036	53114	121777
3037	53134	121766
3038	53153	121750
3039	53169	121730
3040	53185	121708
3041	53211	121710
3042	53229	121694
3043	53243	121668
3044	53260	121650
3045	53273	121622
3046	53287	121598
3047	53305	121580
3048	53322	121563
3049	53335	121534
3050	53351	121513
3051	53369	121497
3052	53399	121509
3053	53413	121483
3054	53429	121462
3055	53442	121434
3056	53456	121409
3057	53470	121383
3058	53491	121375
3059	53506	121352
3060	53523	121331
3061	53552	121340
3062	53566	121316
3063	53579	121289
3064	53599	121277
3065	53613	121251
3066	53629	121230
3067	53642	121203
3068	53662	121190
3069	53676	121166
3070	53709	121182
3071	53725	121163
3072	53744	121147
3073	53760	121127
3074	53791	121139
3075	53807	121119
3076	53823	121099
3077	53843	121085
3078	53864	121076
3079	53893	121084
3080	53911	121069
3081	53928	121049
3082	53958	121061
3083	53976	121043
3084	54002	121046
3085	54019	121027
3086	54034	121004
3087	54048	120980
3088	54106	121051
3089	54128	121044
3090	54146	121027
3091	54161	121004
3092	54189	121010
3093	54204	120988
3094	54237	121004
3095	54254	120985
3096	54270	120965
3097	54284	120940
3098	54312	120946
3099	54326	120920
3100	54356	120931
3101	54370	120906
3102	54387	120886
3103	54418	120898
3104	54433	120875
3105	54450	120857
3106	54484	120876
3107	54501	120856
3108	54529	120863
3109	54547	120847
3110	54564	120827
3111	54580	120805
3112	54603	120801
3113	54618	120777
3114	54636	120761
3115	54653	120742
3116	54670	120723
3117	54685	120700
3118	54716	120713
3119	54735	120698
3120	54752	120679
3121	54775	120675
3122	54794	120659
3123	54812	120643
3124	54832	120630
3125	54849	120612
3126	54865	120590
3127	54880	120567
3128	54900	120556
3129	54916	120534
3130	54930	120511
3131	54962	120523
3132	54994	120538
3133	55010	120517
3134	55027	120499
3135	55043	120477
3136	55073	120487
3137	55088	120465
3138	55104	120443
3139	55123	120428
3140	55146	120423
3141	55165	120409
3142	55193	120414
3143	55209	120392
3144	55238	120400
3145	55263	120400
3146	55284	120388
3147	55298	120363
3148	55310	120334
3149	55341	120346
3150	55362	120335
3151	55378	120315
3152	55412	120332
3153	55427	120309
3154	55445	120293
3155	55463	120277
3156	55480	120258
3157	55496	120236
3158	55512	120215
3159	55523	120184
3160	55548	120182
3161	55563	120159
3162	55595	120172
3163	55612	120154
3164	55624	120125
3165	55641	120105
3166	55657	120083
3167	55683	120084
3168	55705	120076
3169	55732	120080
3170	55751	120064
3171	55767	120045
3172	55797	120054
3173	55809	120024
3174	55829	120011
3175	55855	120012
3176	55873	119994
3177	55886	119967
3178	55900	119942
3179	55913	119915
3180	55936	119908
3181	55952	119887
3182	55983	119899
3183	55998	119876
3184	56031	119890
3185	56048	119872
3186	56064	119851
3187	56080	119831
3188	56105	119829
3189	56121	119808
3190	56137	119787
3191	56154	119767
3192	56183	119775
3193	56199	119753
3194	56226	119756
3195	56244	119740
3196	56270	119740
3197	56291	119729
3198	56305	119704
3199	56326	119692
3200	56357	119705
3201	56381	119701
3202	56413	119713
3203	56440	119716
3204	56455	119691
3205	56467	119663
3206	56483	119641
3207	56497	119616
3208	56521	119613
3209	56537	119590
3210	56567	119600
3211	56582	119576
3212	56599	119557
3213	56627	119562
3214	56646	119547
3215	56675	119554
3216	56707	119566
3217	56723	119545
3218	56742	119530
3219	56760	119515
