iter	Logloss
683	0.6117492591
684	0.6116740149
685	0.6116279385
686	0.611579146
687	0.6115370858
688	0.611473536
689	0.6114269234
690	0.6113749477
691	0.6113031959
692	0.6112346522
693	0.611180873
694	0.6111083835
695	0.6110522267
696	0.6110072719
697	0.6109415998
698	0.6108808631
699	0.6108393078
700	0.6107675908
701	0.6107051831
702	0.6106503064
703	0.6106040556
704	0.6105545273
705	0.6104829043
706	0.6104285612
707	0.6103803719
708	0.6103206073
709	0.6102536403
710	0.6101844145
711	0.6101236632
712	0.6100514108
713	0.6100109306
714	0.6099635701
715	0.6098969026
716	0.6098426683
717	0.6097984693
718	0.6097312959
719	0.6096629467
720	0.6096190959
721	0.6095615935
722	0.6095039727
723	0.6094438066
724	0.6093741843
725	0.6093099571
726	0.609258169
727	0.6092034523
728	0.6091419366
729	0.6090978188
730	0.6090551659
731	0.609011397
732	0.6089586813
733	0.6089105795
734	0.6088575803
735	0.6088157881
736	0.6087584958
737	0.6087173841
738	0.6086652216
739	0.6086137019
740	0.6085633287
741	0.6085122242
742	0.6084701753
743	0.6084290899
744	0.6083739399
745	0.608322753
746	0.6082723713
747	0.6082301615
748	0.6081732097
749	0.6081319689
750	0.6080914047
751	0.6080331605
752	0.6079683974
753	0.6079209992
754	0.6078788581
755	0.6078131421
756	0.6077640627
757	0.6077136689
758	0.6076644667
759	0.6076142315
760	0.6075608953
761	0.6075129379
762	0.6074609849
763	0.607416148
764	0.6073767207
765	0.6073270209
766	0.607265185
767	0.6072015767
768	0.6071620885
769	0.6071032208
770	0.6070412897
771	0.6069930209
772	0.6069546436
773	0.6069067884
774	0.6068640569
775	0.6068228317
776	0.6067724132
777	0.6067216733
778	0.6066841201
779	0.6066319969
780	0.6065943216
781	0.6065442933
782	0.6064995987
783	0.6064432116
784	0.6063841604
785	0.6063384621
786	0.6063011063
787	0.606261256
788	0.6062148398
789	0.6061605491
790	0.6061188603
791	0.6060783306
792	0.606041687
793	0.6060032965
794	0.605955474
795	0.6059096996
796	0.6058618378
797	0.6058222546
798	0.6057676512
799	0.6057097907
800	0.6056651986
801	0.6056023495
802	0.6055659942
803	0.6055195642
804	0.6054656319
805	0.6054119167
806	0.6053536602
807	0.6053148528
808	0.6052685927
809	0.6052286275
810	0.6051715024
811	0.6051255946
812	0.6050883662
813	0.6050406073
814	0.604995891
815	0.6049553244
816	0.6049083266
817	0.6048550269
818	0.604816801
819	0.6047718702
820	0.604726991
821	0.6046849168
822	0.6046485884
823	0.6046066518
824	0.6045710158
825	0.6045154264
826	0.6044576597
827	0.604415445
828	0.6043667584
829	0.6043327133
830	0.604299165
831	0.6042581682
832	0.6042165448
833	0.6041726398
834	0.6041289998
835	0.6040809128
836	0.6040344514
837	0.6039821058
838	0.603949361
839	0.6039177471
840	0.6038852288
841	0.6038517889
842	0.6038002987
843	0.6037556854
844	0.6037045621
845	0.6036657322
846	0.6036149789
847	0.6035804811
848	0.6035467915
849	0.603505153
850	0.6034637375
851	0.6034263805
852	0.6033852234
853	0.6033346076
854	0.6032785982
855	0.6032252171
856	0.6031803577
857	0.6031424902
858	0.6031075971
859	0.603075904
860	0.603043754
861	0.6029979227
862	0.6029652746
863	0.6029367253
864	0.6029052088
865	0.6028750979
866	0.6028333596
867	0.6027850569
868	0.6027503295
869	0.6027159078
870	0.6026743285
871	0.6026411883
872	0.6026000926
873	0.602548147
874	0.602498401
875	0.6024674198
876	0.6024151631
877	0.6023636607
878	0.6023256055
879	0.60229036
880	0.6022492147
881	0.6022100346
882	0.6021795453
883	0.6021251723
884	0.6020786252
885	0.6020351863
886	0.6019963181
887	0.6019506866
888	0.6019082724
889	0.601865558
890	0.6018231106
891	0.6017888244
892	0.6017593442
893	0.6017297113
894	0.601678396
895	0.6016407028
896	0.6016064045
897	0.6015578272
898	0.601520123
899	0.6014812301
900	0.601442273
901	0.601396997
902	0.6013530218
903	0.6013144407
904	0.6012677243
905	0.6012286592
906	0.6011832765
907	0.6011343224
908	0.6010842416
909	0.601050727
910	0.6010209916
911	0.6009773494
912	0.6009493283
913	0.6009024554
914	0.6008667585
915	0.6008351667
916	0.6008037497
917	0.6007712507
918	0.6007431417
919	0.6007022985
920	0.6006629808
921	0.600634579
922	0.6006097005
923	0.6005751768
924	0.6005274794
925	0.6004905714
926	0.6004574479
927	0.6004277294
928	0.6003884977
929	0.6003447979
930	0.6003105861
931	0.6002658109
932	0.6002187751
933	0.600190981
934	0.6001498078
935	0.6001222203
936	0.6000898531
937	0.6000640658
938	0.6000266698
939	0.59999281
940	0.5999625427
941	0.5999290641
942	0.5999029895
943	0.5998631392
944	0.5998352666
945	0.5998036032
946	0.5997565085
947	0.5997129031
948	0.5996850579
949	0.5996488875
950	0.5996221301
951	0.5995830587
952	0.5995465235
953	0.5994998566
954	0.5994582299
955	0.5994152012
956	0.599377261
957	0.599343879
958	0.5993070209
959	0.5992798267
960	0.5992393698
961	0.599201198
962	0.5991746317
963	0.5991494321
964	0.5991070268
965	0.599069245
966	0.599043645
967	0.5990025988
968	0.5989605726
969	0.598926519
970	0.5988824694
971	0.5988572516
972	0.5988147776
973	0.598773479
974	0.5987463702
975	0.5987021829
976	0.5986742065
977	0.598645203
978	0.5986201642
979	0.5985811181
980	0.5985456278
981	0.5985114268
982	0.5984685222
983	0.5984199
984	0.5983958877
985	0.5983603258
986	0.5983261246
987	0.5983015934
988	0.5982664652
989	0.5982412287
990	0.598210154
991	0.5981659268
992	0.5981443804
993	0.5981021631
994	0.5980690689
995	0.5980353352
996	0.5980085987
997	0.5979791548
998	0.5979476965
999	0.597905334
1000	0.5978685387
1001	0.5978438797
1002	0.5978043022
1003	0.5977659981
1004	0.5977430805
1005	0.5977100199
1006	0.5976821047
1007	0.5976389755
1008	0.5975973287
1009	0.5975643158
1010	0.5975213997
1011	0.5974947987
1012	0.597466649
1013	0.5974435051
1014	0.5973992134
1015	0.5973622021
1016	0.5973396452
1017	0.5973083046
1018	0.5972675039
1019	0.5972415833
1020	0.5972122344
1021	0.5971779924
1022	0.5971373342
1023	0.5971145595
1024	0.5970869893
1025	0.597047718
1026	0.5970034743
1027	0.5969739609
1028	0.596931178
1029	0.5969062736
1030	0.5968686442
1031	0.5968332129
1032	0.5967974787
1033	0.5967670374
1034	0.5967389222
1035	0.5967012136
1036	0.5966654352
1037	0.5966435389
1038	0.5966211451
1039	0.5965987124
1040	0.5965721477
1041	0.5965452329
1042	0.5965227476
1043	0.59650069
1044	0.5964789496
1045	0.5964494852
1046	0.5964261093
1047	0.5964059403
1048	0.5963752577
1049	0.5963408938
1050	0.5963193231
1051	0.5962954552
1052	0.5962716471
1053	0.5962420415
1054	0.5962067221
1055	0.5961836947
1056	0.5961480776
1057	0.5961218682
1058	0.5960834687
1059	0.5960452543
1060	0.5960079842
1061	0.5959805544
1062	0.5959531124
1063	0.5959331768
1064	0.5958964829
1065	0.5958721647
1066	0.5958383671
1067	0.5958097971
1068	0.5957783742
1069	0.5957494897
1070	0.5957206368
1071	0.5956980016
1072	0.5956671911
1073	0.5956302841
1074	0.5956018615
1075	0.5955783371
1076	0.5955568553
1077	0.5955263636
1078	0.5954976421
1079	0.5954595163
1080	0.5954188805
1081	0.5953967647
1082	0.5953651442
1083	0.5953322993
1084	0.5952921628
1085	0.5952619277
1086	0.5952301392
1087	0.5952030874
1088	0.5951734808
1089	0.5951444216
1090	0.59512327
1091	0.5950855423
1092	0.5950584071
1093	0.5950253425
1094	0.5949951263
1095	0.5949753445
1096	0.5949443254
1097	0.5949079792
1098	0.594879313
1099	0.5948507235
1100	0.5948117594
1101	0.5947756564
1102	0.5947467416
1103	0.5947196188
1104	0.5946985125
1105	0.5946658484
1106	0.5946469122
1107	0.5946134211
1108	0.5945926205
1109	0.5945592482
1110	0.594529499
1111	0.5945090361
1112	0.59448188
1113	0.5944542411
1114	0.5944331528
1115	0.5943983118
1116	0.5943618503
1117	0.5943333623
1118	0.5943037155
1119	0.5942846627
1120	0.5942520239
1121	0.5942342797
1122	0.5942124339
1123	0.5941938185
1124	0.5941637839
1125	0.5941305885
1126	0.5941100032
1127	0.5940789412
1128	0.5940450838
1129	0.5940183027
1130	0.5939831285
1131	0.5939655712
1132	0.5939394663
1133	0.593912599
1134	0.593882555
1135	0.593849636
1136	0.593817111
1137	0.5937919402
1138	0.5937580116
1139	0.5937373295
1140	0.5937062884
1141	0.5936761354
1142	0.5936527012
1143	0.5936165883
1144	0.5935883358
1145	0.5935544208
1146	0.5935363718
1147	0.5935077217
1148	0.5934894908
1149	0.5934555846
1150	0.5934307729
1151	0.5934100501
1152	0.5933814366
1153	0.5933567668
1154	0.5933373933
1155	0.593309892
1156	0.5932848252
1157	0.593250357
1158	0.5932334559
1159	0.5932053233
1160	0.5931890044
1161	0.5931555781
1162	0.5931294042
1163	0.5930997059
1164	0.5930707062
1165	0.5930455577
1166	0.5930261249
1167	0.5930088526
1168	0.5929820728
1169	0.5929590852
1170	0.5929357481
1171	0.5929189376
1172	0.592895573
1173	0.5928641415
1174	0.5928349474
1175	0.5928151838
1176	0.5927975996
1177	0.592771563
1178	0.5927391404
1179	0.5927199762
1180	0.5927037194
1181	0.5926872591
1182	0.5926534401
1183	0.592634201
1184	0.5926022257
1185	0.592573911
1186	0.592555467
1187	0.5925409477
1188	0.5925190487
1189	0.5924944108
1190	0.592462582
1191	0.5924357681
1192	0.5924163573
1193	0.5924020658
1194	0.592388261
1195	0.5923521037
1196	0.5923360041
1197	0.5923197779
1198	0.5922917848
1199	0.5922766218
1200	0.5922504233
1201	0.5922213335
1202	0.5922006638
1203	0.5921760865
1204	0.5921481154
1205	0.5921275039
1206	0.5921083368
1207	0.5920817122
1208	0.5920525549
1209	0.5920224015
1210	0.5919968554
1211	0.5919688398
1212	0.5919464159
1213	0.591923328
1214	0.5919073959
1215	0.5918912158
1216	0.5918612777
1217	0.5918379192
1218	0.5918047748
1219	0.5917804676
1220	0.5917508264
1221	0.5917206495
1222	0.5916967144
1223	0.5916795717
1224	0.5916474247
1225	0.5916202838
1226	0.5915915877
1227	0.5915653681
1228	0.5915336448
1229	0.5915037449
1230	0.5914892468
1231	0.5914679182
1232	0.591447782
1233	0.5914258202
1234	0.5913953098
1235	0.5913651915
1236	0.5913338592
1237	0.5913086616
1238	0.5912918643
1239	0.5912691047
1240	0.591244055
1241	0.5912192223
1242	0.5911956448
1243	0.591181508
1244	0.5911525375
1245	0.5911271077
1246	0.5911030401
1247	0.5910763975
1248	0.5910504919
1249	0.5910290546
1250	0.5910083094
1251	0.5909959142
1252	0.5909657236
1253	0.5909354634
1254	0.5909041513
1255	0.5908899458
1256	0.5908782189
1257	0.5908517925
1258	0.5908283981
1259	0.5908059573
1260	0.5907869869
1261	0.5907623314
1262	0.5907376854
1263	0.5907174245
1264	0.5907037638
1265	0.5906754759
1266	0.5906515934
1267	0.5906333222
1268	0.5906133689
1269	0.5905932289
1270	0.5905755441
1271	0.5905548858
1272	0.5905282552
1273	0.5905150841
1274	0.5904960786
1275	0.590482543
1276	0.5904548707
1277	0.5904371018
1278	0.5904233222
1279	0.5904031138
1280	0.5903791852
1281	0.5903493435
1282	0.5903299746
1283	0.5903142956
1284	0.5903011895
1285	0.5902742139
1286	0.5902524072
1287	0.5902254625
1288	0.5902086624
1289	0.5901879413
1290	0.5901731905
1291	0.5901520091
1292	0.5901286588
1293	0.5901092004
1294	0.5900951947
1295	0.5900771355
1296	0.5900495136
1297	0.590023186
1298	0.5899969534
1299	0.5899681982
1300	0.5899550468
1301	0.5899416039
1302	0.5899284619
1303	0.5899078318
1304	0.5898907786
1305	0.5898692084
1306	0.5898424054
1307	0.5898162939
1308	0.5897965147
1309	0.589776202
1310	0.5897573385
1311	0.5897434321
1312	0.5897219877
1313	0.5897092446
1314	0.5896893672
1315	0.5896695113
1316	0.5896471435
1317	0.5896282927
1318	0.5896074977
1319	0.5895785189
1320	0.5895541908
1321	0.5895338441
1322	0.589511374
1323	0.5894810712
1324	0.58945832
1325	0.5894319678
1326	0.5894193508
1327	0.5893964714
1328	0.589370364
1329	0.5893588598
1330	0.5893353097
1331	0.5893239906
1332	0.5893090954
1333	0.5892826624
1334	0.5892655783
1335	0.5892513516
1336	0.5892362548
1337	0.589214432
1338	0.5891895054
1339	0.5891665182
1340	0.589147402
1341	0.5891278176
1342	0.5891025959
1343	0.5890763881
1344	0.589059971
1345	0.5890483838
1346	0.5890228073
1347	0.5890050213
1348	0.5889850318
1349	0.5889636097
1350	0.5889512115
1351	0.5889311195
1352	0.5889046744
1353	0.5888772966
1354	0.5888652749
1355	0.5888516546
1356	0.5888268357
1357	0.5888076408
1358	0.5887857682
1359	0.5887611745
1360	0.5887493757
1361	0.5887360199
1362	0.5887156983
1363	0.588687198
1364	0.5886645609
1365	0.5886447799
1366	0.5886236509
1367	0.5885934272
1368	0.5885768648
1369	0.5885483559
1370	0.5885339037
1371	0.5885091741
1372	0.5884859729
1373	0.5884706325
1374	0.5884579666
1375	0.5884413711
1376	0.5884301433
1377	0.5884128877
1378	0.5883906241
1379	0.5883648279
1380	0.5883366778
1381	0.5883166553
1382	0.5883004649
1383	0.5882797458
1384	0.5882516802
1385	0.5882269027
1386	0.5882056906
1387	0.5881799028
1388	0.588169533
1389	0.5881428778
1390	0.5881240896
1391	0.588104969
1392	0.5880805633
1393	0.5880562583
1394	0.5880455451
1395	0.588033968
1396	0.5880174976
1397	0.5880010405
1398	0.5879905326
1399	0.5879700586
1400	0.5879588354
1401	0.5879400475
1402	0.5879235782
1403	0.5879120144
1404	0.5878886992
1405	0.5878740695
1406	0.5878612713
1407	0.5878418832
1408	0.5878260893
1409	0.5878029147
1410	0.5877855954
1411	0.5877667153
1412	0.587746636
1413	0.5877193759
1414	0.5876933087
1415	0.5876757908
1416	0.587661019
1417	0.5876487346
1418	0.587633491
1419	0.5876143141
1420	0.5875932532
1421	0.5875708498
1422	0.5875495402
1423	0.5875258059
1424	0.5875150574
1425	0.5874897266
1426	0.587475383
1427	0.587452976
1428	0.5874396642
1429	0.5874161021
1430	0.5874054938
1431	0.5873800155
1432	0.5873638001
1433	0.5873488001
1434	0.5873272566
1435	0.5873061702
1436	0.5872948382
1437	0.5872773261
1438	0.5872566179
1439	0.5872287422
1440	0.5872090759
1441	0.5871991161
1442	0.5871812208
1443	0.5871649371
1444	0.5871450549
1445	0.587133928
1446	0.5871229307
1447	0.5871038223
1448	0.5870820263
1449	0.5870664673
1450	0.5870511936
1451	0.5870436764
1452	0.5870242946
1453	0.586999229
1454	0.5869828551
1455	0.5869640503
1456	0.5869474663
1457	0.5869211129
1458	0.586905308
1459	0.586896109
1460	0.5868708151
1461	0.5868495457
1462	0.5868319294
1463	0.5868133672
1464	0.5867974688
1465	0.5867873385
1466	0.586772224
1467	0.5867601473
1468	0.5867346478
1469	0.5867205805
1470	0.5867066169
1471	0.5866857839
1472	0.5866714845
1473	0.5866505373
1474	0.5866336436
1475	0.5866096891
1476	0.5865998626
1477	0.5865858425
1478	0.5865699478
1479	0.5865580271
1480	0.5865365992
1481	0.586512171
1482	0.586497354
1483	0.5864755729
1484	0.586452148
1485	0.586432128
1486	0.5864145983
1487	0.5863908153
1488	0.5863705901
1489	0.5863609408
1490	0.5863446219
1491	0.5863361544
1492	0.5863248363
1493	0.5863075279
1494	0.5862870896
1495	0.586266438
1496	0.5862516763
1497	0.5862349879
1498	0.5862128073
1499	0.5861959187
1500	0.5861867093
1501	0.5861672746
1502	0.5861485467
1503	0.5861336544
1504	0.5861205421
1505	0.5861117026
1506	0.586090054
1507	0.5860719355
1508	0.5860500946
1509	0.5860424058
1510	0.5860334406
1511	0.5860189919
1512	0.5859975402
